Expediente|Numero|Inscripcion|Fojas|Tomo|Libro|Predio|Fecha|Lugar|Observaciones
51954|2|2259506||||0332090  1|25/5/17 000000|PUEBLA|HIPOTECA
51954|1|2259495||||0332090  1|25/5/17 000000|PUEBLA|COMPRA - VENTA
51536|2|2264411||||0039955  1|6/6/17 000000|PUEBLA|COMPRA - VENTA
51536|1|2264392||||0039955  1|6/6/17 000000|PUEBLA|ERECCIN 
52141|7|2264190||||0483532  1|6/6/17 000000|PUEBLA|18 SUR 2906 INT. 202 EL MIRADOR 
52141|6|2264190||||0483531  1|6/6/17 000000|PUEBLA|18 SUR 2906 INT. 201 EL MIRADOR 
52141|5|2264190||||0483530  1|6/6/17 000000|PUEBLA|18 SUR 2906 INT. 102 EL MIRADOR 
52141|4|2264190||||0483529  1|6/6/17 000000|PUEBLA|18 SUR 2906 INT. 101 EL MIRADOR 
52141|3|2264190||||0483528  1|6/6/17 000000|PUEBLA|18 SUR 2906 INT. 2 EL MIRADOR 
52141|2|2264190||||0483527  1|6/6/17 000000|PUEBLA|18 SUR 2906 INT. 1 EL MIRADOR 
52141|1|2264190||||0060269  1|6/6/17 000000|PUEBLA|REGIMEN
52049|2|2264062||||0196408  1|5/6/17 000000|PUEBLA|HIPOTECA
52049|1|2264056||||0196408  1|5/6/17 000000|PUEBLA|COMPRA - VENTA
49858|1|881675||||0049230  1|6/6/17 000000|CHOLULA, PUEBLA|
52370|1|1094395|||||5/6/17 000000|PUEBLA|
52269|1|880165||||0044429  1|1/6/17 000000|CHOLULA, PUEBLA|
51803|2|2263788||||0196385  1|2/6/17 000000|PUEBLA |COMPRA - VENTA
51803|1|2263781||||0196385  1|2/6/17 000000|PUEBLA|EXTINCIN DE USUFRUCTO
52098|1|2264073||||0313541  1|5/6/17 000000|PUEBLA|
51971|2|2263315||||0091583  1|2/6/17 000000|PUEBLA|COMPRA - VENTA
51971|1|2263310||||0091583  1|2/6/17 000000|PUEBLA|DEMOLICIN 
52213|2|2260493||||0474274  1|26/5/17 000000|PUEBLA|TRASMISIN DE FIDEICOMISO
52213|1|2260487||||0474274  1|26/5/17 000000|PUEBLA |CANCELACIN DE HIPOTECA
51581|2|2260603||||0457742  1|26/5/17 000000|PUEBLA|HIPOTECA
51581|1|2260598||||0457742  1|26/5/17 000000|PUEBLA|COMPRA - VENTA
51584|2|2262208||||0129935  1|31/5/17 000000|PUEBLA|HIPOTECA
51584|1|2262205||||0129935  1|31/5/17 000000|PUEBLA|COMPRA - VENTA
49856|1|879359||||0049228  1|30/5/17 000000|PUEBLA|
49853|1|879397||||0049223  1|30/5/17 000000|PUEBLA |
52578|1|FME|N-2017041481||||25/5/17 000000|PUEBLA|NCI 201700094159
51959|2|2260382||||0440500  1|26/5/17 000000|PUEBLA|HIPOTECA
51959|1|2260368||||0440500  1|26/5/17 000000|PUEBLA|COMPRA - VENTA
51709|3|2259307||||0350609  1|25/5/17 000000|PUEBLA|HIPOTECA
51709|2|2259301||||0350609  1|25/5/17 000000|PUEBLA|COMPRA - VENTA
51709|1|2259297||||0350609  1|25/5/17 000000|PUEBLA|ERECCIN
50421|2|2259240||||0411228  1|25/5/17 000000|PUEBLA|HIPOTECA
50421|1|2259104||||0411228  1|25/5/17 000000|PUEBLA|COMPRA - VENTA
52531|5|2257663||||0483241  1|22/5/17 000000|PUEBLA|3 SUR PRIVADA 3105-102 
52531|4|2257663||||0483240  1|22/5/17 000000|PUEBLA|3 SUR PRIVADA 3105-101 
52531|3|2257663||||0483239  1|22/5/17 000000|PUEBLA|3 SUR PRIVADA 3105-1
52531|2|2257663||||0005703  1|22/5/17 000000|PUEBLA|REGIMEN EN CONDOMINIO
52531|1|2257659||||0005703  1|22/5/17 000000|PUEBLA|DECLARACIN DE ERECCIN 
51874|2|2258906||||0465765 1|24/5/17 000000|PUEBLA|HIPOTECA
51874|1|2258896||||0465765 1|24/5/17 000000|PUEBLA|COMPRA-VENTA
51608|2|2258846||||0469764 1|24/5/17 000000|PUEBLA|HIPOTECA
51608|1|2258833||||0469764 1|24/5/17 000000|PUEBLA|COMPRA-VENTA
51302|1|2258584||||0470609 1|23/5/17 000000|PUEBLA|COMPRA-VENTA
51611|1|2258340||||0470608 1|23/5/17 000000|PUEBLA|COMPRA-VENTA
50404|1|2258537||||0062739 1|25/5/17 000000|PUEBLA|COMPRA-VENTA
52355|1|874821||||0262857 1|17/5/17 000000|CHOLULA, PUEBLA|DONACIN
51621|1|872695||||0265041  1|12/5/17 000000||COMPRA-VENTA
52245|1|FME 45781|||||17/5/17 000000|PUEBLA|NCI 201700088466
52406|1|FME 3670|||||18/5/17 000000|CHOLULA, PUEBLA|NCI 201700089474
52354|1|872684||||0154516 1 |12/5/17 000000|CHOLULA, PUEBLA|DONACIN
52469|1|FME 53236|||||15/5/17 000000|PUEBLA|NCI 201700085872
52310|1|871710||||0259466 1 |9/5/17 000000|PUEBLA|COMPRA-VENTA
51094|3|2252539||||0482727 1|9/5/17 000000|PUEBLA|DONACIN
51094|2|2252529||||0057884 1|9/5/17 000000|PUEBLA|RGIMEN DE PROPIEDAD EN CONDOMINIO
51094|1|2252504||||0057884 1|9/5/17 000000|PUEBLA|DECLARACIN DE LO EDIFICADO
51003|1|2254106||||0316455 1|12/5/17 000000|PUEBLA|COMPRA-VENTA
52379|1|FME|N-2017029852||||12/4/17 000000|HUEJOTZINGO, PUEBLA|NCI 201700063107
52456|1|FME 4239|||||25/4/17 000000|CHOLULA, PUEBLA|NCI 201700067741
50805|2|867637||||0085354 1|26/4/17 000000|CHOLULA, PUEBLA|COMPRA-VENTA
50805|1|867630||||0085354 1 |26/4/17 000000|CHOLULA, PUEBLA|DECLARACIN DE LO EDIFICADO
52486|1|1094292|||||27/4/17 000000|PUEBLA|MAT. 746/2016
49090|2|860039||||0050379  1|4/4/17 000000|CHOLULA, PUEBLA|DONACIN 
49090|1|860004||||0050379  1|4/4/17 000000|CHOLULA, PUEBLA|DECLARACIN DE ERECCIN 
51428|1|2247139||||0165203 1|25/4/17 000000|PUEBLA|COMPRA-VENTA
51647|4|2246035||||0006860  1|21/4/17 000000|PUEBLA|HIPOTECA
51647|3|2246031||||0006860  1|21/4/17 000000|PUEBLA |COMPRA - VENTA
51647|2|2246028||||0006860  1|21/4/17 000000|PUEBLA|EXTINCIN DE USUFRUCTO 
51647|1|2246025||||0006860  1|21/4/17 000000|PUEBLA|DECLARACIN DE ERECCIN
52205|1|2242997||||0051851  1|12/4/17 000000|PUEBLA|COMPRA-VENTA
51819|2|76159||||0032197 1|5/4/17 000000|HUEJOTZINGO, PUEBLA|COMPRA-VENTA
51819|1|76153||||0032197 1|5/4/17 000000|HUEJOTZINGO, PUEBLA|DECLARACIN DE LO EDIFICADO
52471|1|1094234|||||7/4/17 000000|PUEBLA|MATRICULA 716 TOMO 2016
52119|2|2238524||||0093784 1|3/4/17 000000|PUEBLA|SUCESIN INTESTAMENTARIA 
52119|1|2238513||||0093784 1|3/4/17 000000|PUEBLA|DECLARACIN DE LO EDIFICADO
51881|2|858167||||0263871  1|30/3/17 000000|CHOLULA, PUEBLA|BENITO JUAREZ 403 INT. 1 CORONANGO, PUE
52262|1|FME|N-2016038341||||4/4/17 000000|PUEBLA|NCI 201700061109
48772|1|861545||||0049132 1|7/4/17 000000|CHOLULA, PUEBLA|COMPRA-VENTA
48773|1|861280||||0049133 1|6/4/17 000000|CHOLULA, PUEBLA|COMPRA-VENTA
51881|1|858167||||0179556 1 |30/3/17 000000|CHOLULA, PUEBLA|COMPRA-VENTA
52289|1|FME|N-2017024197||||23/3/17 000000|TLAXCALA|NCI 201700053347
52356|1|FME10740|||||23/3/17 000000|TLAXCALA|NCI 201700053712
52395|1|9|3 VUELTA|2|5||28/3/17 000000|CHOLULA, PUEBLA|
52257|1|FME|N-2017017220||||1/3/17 000000|HUEJOTZINGO|NCI-201700034972
52300|2|2233839||||0395429 1|22/3/17 000000|PUEBLA|DONACIN
52300|1|2233830||||0395429 1|22/3/17 000000|PUEBLA|SUCESIN INTESTAMENTARIA
52261|1|FME|N-2017020362||||9/3/17 000000|CHOLULA, PUEBLA|NCI 201700024507
52178|1|2224602||||0096773 1|13/3/17 000000|PUEBLA|DECLARACIN DE LO EDIFICADO
45060|1|439212|||||5/10/10 000000|PUEBLA, PUE.|FOLIO MERCANTIL ELECTRONICO
45266|1|428042|||||25/11/10 000000|PUEBLA, PUE.|FOLIO MERCANTIL ELECTRONICO
51524|2|784850||||137250|26/8/16 000000|CHOLULA, PUEBLA|POR LA SUCESIN INTESTAMENTARIA
51524|1|784838||||137250|26/8/16 000000|CHOLULA, PUEBLA|POR LA RECTIFICACION DE SUPERFICIE
52182|1|1025|239|1|5||3/3/17 000000|CHOLULA, PUEBLA|
52176|1|1026|239 VUELTA|426|5||6/3/17 000000||
51760|1|848823||||0017551 1|2/3/17 000000|CHOLULA, PUEBLA|DECLARACIN DE LO EDIFICADO
52305|1|FME|N-2017015047||||22/2/17 000000|PUEBLA|NCI 201700028617
51434|2|F|||||23/2/17 000000||
51434|1|846479||||0049173 1 |23/2/17 000000|CHOLULA, PUEBLA|COMPRA-VENTA
50755|2|846493||||0241138 1 |23/2/17 000000|CHOLULA, PUEBLA|COMPRA-VENTA
50755|1|846485||||0241138 1|23/2/17 000000|CHOLULA, PUEBLA|CANCELACIN DE HIPOTECA
51820|1|51371||||0030601 1|21/2/17 000000|HUEJOTZINGO, PUEBLA|COMPRA-VENTA
52217|1|FME|N-2017009471||||7/2/17 000000|HUEJOTZINGO|NCI 201700018753
52215|1|844425||||0108756 1 |17/2/17 000000|CHOLULA, PUEBLA|COMPRA-VENTA
52139|1|2221616||||0424924 1 |21/2/17 000000|PUEBLA|DECLARACIN DE ERECCIN
52292|1|FME 38152|||||16/2/17 000000|PUEBLA|NCI 201700028626
52195|5|843510||||0262698  1|15/2/17 000000|PUEBLA|29 ORIENTE  219 INTERIOR 3
52195|4|843510||||0262697  1|15/2/17 000000|PUEBLA|29 ORIENTE  219 INTERIOR 2
52195|3|843510||||0262696  1|15/2/17 000000|PUEBLA |29 ORIENTE  219 INETRIOR 1
52195|2|843510||||0151421 1|15/2/17 000000|CHOLULA, PUEBLA|SUBDIVISIN DE PREDIO
52195|1|843478||||0151421 1 |15/2/17 000000|CHOLULA, PUEBLA|SERVIDRUMBRE DE PASO
52046|1|2203573|||||9/1/17 000000|PUEBLA|COMPRA-VENTA
52057|1|1011|235 VTA|1|5||14/2/17 000000|CHOLULA, PUEBLA|CONSTITUCIN
52194|2|2216283||||0135217  1|9/2/17 000000|PUEBLA|COMPRA - VENTA
52194|1|2216277||||0135217  1|9/2/17 000000|PUEBLA|DECLARACIN DE ERECCIN 
52102|2|825571||||0260407  1|15/12/16 000000|CHOLULA |REFORMA ORIENTE 612 U-114526
51330|2|839451||||0241094 1|3/2/17 000000|CHOLULA, PUEBLA|COMPRA-VENTA
51330|1|839447||||0241094 1 |3/2/17 000000|CHOLULA, PUEBLA|CANCELACIN DE HIPOTECA
51329|2|840649||||0241084 1|8/2/17 000000|CHOLULA, PUEBLA|COMPRA-VENTA
51329|1|840648||||0241084 1|8/2/17 000000|CHOLULA, PUEBLA|CANCELACIN DE HIPOTECA
51328|2|839462||||0241078 1|3/2/17 000000|CHOLULA, PUEBLA|COMPRA-VENTA
51328|1|839460||||0241078 1 |3/2/17 000000|CHOLULA, PUEBLA|CANCELACIN DE HIPOTECA
51435|1|840675||||0049174 1 |8/2/17 000000|CHOLULA, PUEBLA|COMPRA-VENTA
51529|2|840682||||0241174 1|8/2/17 000000|CHOLULA, PUEBLA|COMPRA-VENTA
51529|1|840680||||0241174 1 |8/2/17 000000|CHOLULA, PUEBLA|CANCELACIN DE HIPOTECA
51637|1|840668||||0049127 1 |8/2/17 000000|CHOLULA,  PUEBLA|COMPRA-VENTA
51474|3|330380||||0133426  1|8/2/17 000000|TECALI DE HERRERA|HIPOTECA
51474|2|330378||||0133426  1|8/2/17 000000|TECALI DE HERRERA|COMPRA - VENTA
51474|1|330377||||0133426  1|8/2/17 000000|TECALI DE HERRERA|CANCELACIN DE HIPOTECA
51638|1|839440||||0049128 1 |3/2/17 000000|CHOLULA, PUEBLA|COMPRA-VENTA
50754|2|839445||||0241040 1|3/2/17 000000|CHOLULA, PUEBLA|COMPRA-VENTA
50754|1|839444||||0241040 1|3/2/17 000000|CHOLULA, PUEBLA|CANCELACIN DE HIPOTECA
50997|2|839471||||0241198 1 |3/2/17 000000|CHOLULA, PUEBLA|COMPRA-VENTA
50997|1|839465||||0241198 1 |3/2/17 000000|CHOLULA, PUEBLA|CANCELACIN DE HIPOTECA
52270|1|839292||||0155756 1 |3/2/17 000000|CHOLULA, PUEBLA|CANCELACIN DE HIPOTECA
52089|1|839409||||0226777 1 |2/2/17 000000|CHOLULA, PUEBLA|COMPRA-VENTA
52266|1|1093959|||||27/1/17 000000|PUEBLA|
42755|1|363452|||||3/10/07 000000|PUEBLA, PUE|
50736|2|2210605||||0094740  1|27/1/17 000000|PUEBLA|COMPRA - VENTA
50736|1|2210602||||0094740  1|27/1/17 000000|PUEBLA|DECLARACIN DE ERECCIN
50580|2|545|143|50|2||23/12/16 000000|ATLIXCO, PUEBLA|POR LA HIPOTECA
50580|1|480|166|175|1||23/12/16 000000|ATLIXCO, PUEBLA|POR LA COMPRA-VENTA
50579|2|546|143|50|2||23/12/16 000000|ATLIXCO, PUEBLA|POR LA HIPOTECA
50579|1|481|167|175|1||23/12/16 000000|ATLIXCO, PUEBLA|POR LA COMPRA-VENTA
50856|1|836627||||0040083 1 |24/1/17 000000|CHOLULA, PUEBLA|COMPRA-VENTA
50857|1|836492||||0040083 1|24/1/17 000000|CHOLULA, PUEBLA|COMPRA-VENTA
51702|3|2208783||||0255381 1|23/1/17 000000|PUEBLA|HIPOTECA
51702|2|2208775||||0255381 1|23/1/17 000000|PUEBLA|COMPRA-VENTA
51702|1|2208774||||0255381 1|23/1/17 000000|PUEBLA|ERECCIN
52166|3|836105||||0246620 1|23/1/17 000000|CHOLULA, PUEBLA|COMPRA-VENTA
52166|2|836102||||0246620 1 |23/1/17 000000|CHOLULA, PUEBLA|ERECCIN
52166|1|836097||||0246620 1 |23/1/17 000000|CHOLULA, PUEBLA|CANCELACION DE INCRIPCIN
51062|2|837329||||0023317 1 |26/1/17 000000|CHOLULA, PUEBLA|PODER
51062|1|837325||||0023317 1 |26/1/17 000000|CHOLULA, PEUBAL|COMPRA-VENTA
52034|1|837346||||0023317 1 |26/1/17 000000|CHOLULA, PUEBLA|ERECCIN
52232|1|FME 31983|||||20/1/17 000000|PUEBLA|NCI 201700006603
52231|1|FME 31983|||||20/1/17 000000|PUEBLA|NCI 201700006600
52256|1|FME 31983|||||18/1/17 000000||NCI201700007968
52255|1|1093908|||||18/1/17 000000|PUEBLA|
51781|1|2206279||||0401971 1|17/1/17 000000|PUEBLA|COMPRA-VENTA
52251|1|FME39719|||||20/1/17 000000|PUEBLA|NCI201700010298
52227|1|833597||||0010168  1|13/1/17 000000|PUEBLA|
52240|1|2205583||||0263010  1|13/1/17 000000|PUEBLA|
52229|1|832883||||0049428 1|11/1/17 000000|CHOLULA, PUEBLA|CANCELACIN DE HIPOTECA
51911|1|831513||||0155756 1|3/1/17 000000|CHOLULA, PUEBLA|HIPOTECA
52144|1|1093779|||||2/12/16 000000|PUEBLA, PUEBLA|MATRICULA 532/2016
52228|1|2201953||||0295405 1 |4/1/17 000000|PUEBLA|COMPRA-VENTA
52179|1|26757|||||26/12/16 000000||NCI 201600114229
50452|2|544|143|50|2||13/12/16 000000|ATLIXCO, PUEBLA|
50452|1|479|166|175|1||13/12/16 000000|ATLIXCO, PUEBLA|
52052|2|2185233||||0005747 1 |28/11/16 000000|PUEBLA|REVERSIN DE PROPIEDAD EN EJECUCIN...
52052|1|2183837||||0005747 1 |28/11/16 000000|PUEBLA|CANCELACIN DE INSCRIPCIN
52099|1|2196855||||0241271 1|19/12/16 000000|PUEBLA|COMPRA-VENTA
51362|1|2197564||||75619|20/12/16 000000|PUEBLA, PUEBLA|
52082|1|FME 31983|||||21/12/16 000000|PUEBLA, PUEBLA|NCI 201600114239
51482|2|827555||||260915|20/12/16 000000|CHOLULA, PUEBLA|POR LA DECLARACIN DE LO EDIFICADO
51482|1|827525||||41525|20/12/16 000000|CHOLULA, PUEBLA|POR LA SEGREGACIN
51783|3|2154156|411 a 441|1113|QUINTO |0410967  1|12/9/16 000000|PUEBLA|HIPOTECA
51783|2|2154151|411 a 441|1113 |QUINTO |0410967  1|12/9/16 000000|PUEBLA|COMPRA - VENTA
51783|1|2154139|411 a 441|1113|QUINTO |0410967  1|12/9/16 000000|PUEBLA|DECLARACIN DE ERECCIN 
52202|1|1093795|||||8/12/16 000000|PUEBLA|
52059|1|1093809|||||13/12/16 000000|PUEBLA|
52102|1|825571||||0237433 1|15/12/16 000000|CHOLULA, PUEBLA|COMPRA-VENTA
51222|1|2192215||||0219879 1 |8/12/16 000000|PUEBLA|CANCELACIN DE HIPOTECA
49630|1|2194700||||0014758 1|14/12/16 000000|PUEBLA|COMPRA-VENTA
52190|1|FME 31983|||||14/12/16 000000|PUEBLA|NCI 201600106939
52140|1|FME|N-2016041407||||15/12/16 000000|PUEBLA|NCI 201600108947
50565|1|2194081||||0096773 1 |13/12/16 000000|PUEBLA|CANCELACIN DE GRAVAMEN
52021|1|2194554||||0211029 1 |14/12/16 000000|PUEBLA|COMPRA-VENTA
52148|2|823816||||0241150 1|13/12/16 000000|CHOLULA, PUEBLA|COMPRA-VENTA
52148|1|823809||||0241150 1|13/12/16 000000|CHOLULA, PUEBLA|CANCELACIN DE HIPOTECA
51722|1|825418||||0049199 1|15/12/16 000000|CHOLULA, PUEBLA|COMPRA-VENTA
52024|1|1093796|||||8/12/16 000000|PUEBLA|
52208|1|0|FME N-201604113||||15/12/16 000000|HUEJOTZINGO, PUE|NCI 201600109438
52171|1|FME N-|201604108||||15/12/16 000000|HUEJOTZINGO, PUE.|NCI 201600109434
52170|1|FME N-|2016040739||||14/12/16 000000|TLAXCALA, TLAXCALA|NCI 201600111504
51594|1|88|39|173|1||24/10/16 000000|HUEJOTZINGO, PUEBLA|COMPRA-VENTA
52187|1|FME 31983|||||12/12/16 000000|PUEBLA|NCI 201600106947
52058|1|2193780||||0194660 1 |12/12/16 000000|PUEBLA|COMPRA-VENTA
52154|1|893|228|1|5||12/12/16 000000|CHOLULA, PUEBLA|
52152|1|823939||||0258825 1 |13/12/16 000000|CHOLULA, PUEBLA|HIPOTECA
51964|2|823798||||0049464 1|13/12/16 000000|CHOLULA, PUEBLA|HIPOTECA
51964|1|823796||||0049464 1|13/12/16 000000|CHOLULA, PUEBLA|CANCELACIN DE HIPOTECA
52105|1|FME 31983|||||12/12/16 000000|PUEBLA|NCI 201600106923
52104|1|FME 31983|||||12/12/16 000000|PUEBLA|NCI 201600106932
52169|1|FME|N-2016039454||||12/12/16 000000|PUEBLA|NCI 201600106140
52100|1|FME|N-2016038341||||7/12/16 000000|PUEBLA|NCI 201600104056
52074|1|FME 31983|||||7/12/16 000000|PUEBLA|NCI 201600104067
52072|1|1093772||||MAT.38/33C|2/12/16 000000|PUEBLA|MANDATO
52071|1|1093773||||MAT.38/33C|2/12/16 000000|PUEBLA|MANDATO
50858|1|2191472||||0195451 1|8/12/16 000000|PUEBLA|DISOLUCIN DE SOCIEDAD CONYUGAL
52067|1|590|156||1||2/12/16 000000|ATLIXCO, PUEBLA|COMPRA-VENTA
52009|1|2190258||||0172365 1|6/12/16 000000|PUEBLA|COMPRA-VENTA
52147|1|1093757|||||29/11/16 000000|PUEBLA|MATRICULA 521/2016
52114|1|1093744|||||22/11/16 000000|PUEBLA|MATRICULA  516/2016
51650|1|817720||||0168655 1|30/11/16 000000|CHOLULA, PUEBLA|DECLARACIN DE LO EDIFICADO
51410|1|820557||||0055361 1|6/12/16 000000|CHOLULA, PUEBLA|COMPRA-VENTA
39585|1|775347|3 a 16|889 / 2004|QUINTO|P. 204277|5/11/04 000000|PUEBLA|
39584|1|77190|139 a 165|789/2004|C.C.|P. 204277|28/9/04 000000|PUEBLA.|APLICACIN
50841|6|2184909||||0477870  1|25/11/16 000000|PUEBLA|CALZADA ZAVALETA 5130 INT. 401
50841|5|2184909||||0477869  1|25/11/16 000000|PUEBLA|CALZADA ZAVALETA 5130 INT. 301
50841|4|2184909||||0477868  1|25/11/16 000000|PUEBLA|CALZADA ZAVALETA 5130 INT. 201
50841|3|2184909||||0477867  1|25/11/16 000000|PUEBLA|CALZADA ZAVALETA 5130 INT. 101
51711|1|819028||||0115709 1|2/12/16 000000|CHOLULA, PUEBLA|COMPRA-VENTA
50841|2|2184909||||0279636 1|25/11/16 000000|PUEBLA|RGIMEN DE PROPIEDAD EN CONDOMINIO
50841|1|2184895||||0279636 1|25/11/16 000000|PUEBLA|DECLARACIN DE LO EDIFICADO
51774|1|819291||||0075653 1|2/12/16 000000|CHOLULA, PUEBLA|COMPRA-VENTA
51739|1|91|24 vuelta|27|VI||8/7/16 000000|TEPEACA, PUEBLA|
51926|1|815891||||0023101 1|24/11/16 000000|CHOLULA, PUEBLA|COMPRA-VENTA
51771|1|813078||||0049079 1|15/11/16 000000|CHOLULA, PUEBLA|COMPRA-VENTA
50882|2|2182179||||0103857 1|16/11/16 000000|PUEBLA|COMPRA-VENTA
50882|1|2182172||||0103857 1|16/11/16 000000|PUEBLA|CANCELACIN DE HIPOTECA
51846|1|814819||||0151421 1|23/11/16 000000|CHOLULA, PUEBLA|COMPRA-VENTA
51887|3|2180816|390 a 406|1396|QUINTO|0477812  1|14/11/16 000000|PUEBLA|3  16 SAN JOSE VISTA HERMOSA, PUEBLA
51887|2|2180816|390 a 406|1396|QUINTO|0092401  1|14/11/16 000000|PUEBLA|FUSIN DE PREDIOS
51887|1|2180816|390 a 406|1396|QUINTO|0092309  1|14/11/16 000000|PUEBLA, PUEBLA|FUSIN DE PREDIOS
51798|1|FME 31983|||||6/7/16 000000|PUEBLA, PUEBLA|NCI 201600027189
51791|1|810895||||142134|10/11/16 000000|CHOLULA, PUEBLA|
51790|1|810670||||142131|9/11/16 000000|CHOLULA, PUEBLA|
51789|1|810845||||142129|9/11/16 000000|CHOLULA, PUEBLA|
51805|1|FME 31983|||||6/7/16 000000|PUEBLA, PUEBLA|NCI 201600027200
51822|1|457|120 vuelta|1|P/J||7/11/16 000000|PUEBLA, PUE|
51558|1|51|14|44|II||18/8/16 000000|TEZIUTLAN, PUEBLA|
51827|3|2164235||||0170483 1|7/10/16 000000|PUEBLA|HIPOTECA
51827|2|2164232||||0170483 1|7/10/16 000000|PUEBLA|COMPRA-VENTA
51827|1|2164230||||0170483 1|7/10/16 000000|PUEBLA|CANCELACIN DE HIPOTECA
51880|1|FME|N-2016027427||||27/10/16 000000|CHOLULA, PUEBLA|NCI 201600080660
52037|29|807025||||258831|28/10/16 000000|CHOLULA, PUEBLA|CASA 122-50
52037|28|807025||||258830|28/10/16 000000|CHOLULA, PUEBLA|CASA 122-49
52037|27|807025||||258829|28/10/16 000000|CHOLULA, PUEBLA|CASA 122-48
52037|26|807025||||258828|28/10/16 000000|CHOLULA, PUEBLA|CASA 122-47
52037|25|807025||||258827|28/10/16 000000|CHOLULA, PUEBLA|CASA 122-46
52037|24|807025||||258826|28/10/16 000000|CHOLULA, PUEBLA|CASA 122-45
52037|23|807025||||258825|28/10/16 000000|CHOLULA, PUEBLA|CASA 122-44
52037|22|807025||||258824|28/10/16 000000|CHOLULA, PUEBLA|CASA 122-43
52037|21|807025||||258823|28/10/16 000000|CHOLULA, PUEBLA|CASA 122-42
52037|20|807025||||258822|28/10/16 000000|CHOLULA, PUEBLA|CASA 122-41
52037|19|807025||||258821|28/10/16 000000|CHOLULA, PUEBLA|CASA 122-40
52037|18|807025||||258820|28/10/16 000000|CHOLULA, PUEBLA|CASA 122-39
52037|17|807025||||258819|28/10/16 000000|CHOLULA, PUEBLA|CASA 122-38
52037|16|807025||||258818|28/10/16 000000|CHOLULA, PUEBLA|CASA 122-37
52037|15|807025||||258817|28/10/16 000000|CHOLULA, PUEBLA|CASA 122-36
52037|14|807025||||258816|28/10/16 000000|CHOLULA, PUEBLA|CASA 122-35
52037|13|807025||||258815|28/10/16 000000|CHOLULA, PUEBLA|CASA 122-34
52037|12|807025||||258814|28/10/16 000000|CHOLULA, PUEBLA|CASA 122-33
52037|11|807025||||258813|28/10/16 000000|CHOLULA, PUEBLA|CASA 122-32
52037|10|807025||||258812|28/10/16 000000|CHOLULA, PUEBLA|CASA 122-31
52037|9|807025||||258811|28/10/16 000000|CHOLULA, PUEBLA|CASA 122-30
52037|8|807025||||258810|28/10/16 000000|CHOLULA, PUEBLA|CASA 122-29
52037|7|807025||||258809|28/10/16 000000|CHOLULA, PUEBLA|CASA 122-28
52037|6|807025||||258808|28/10/16 000000|CHOLULA, PUEBLA|CASA 122-27
52037|5|807025||||258807|28/10/16 000000|CHOLULA, PUEBLA|CASA 122-26
52037|4|807025||||258806|28/10/16 000000|CHOLULA, PUEBLA|CASA 122-25
52037|3|807025||||211053|28/10/16 000000|CHOLULA, PUEBLA|POR EL RGIMEN DE PROPIEDAD EN CONDOMINI
52037|2|807018||||211053|28/10/16 000000|CHOLULA, PUEBLA|POR LA LOTIFICACIN
52037|1|807012||||211053|28/10/16 000000|CHOLULA, PUEBLA|POR LA DECLARACIN DE LOS EDIFICADO
51951|2|807053||||76360|28/10/16 000000|CHOLULA, PUEBLA|POR LA COMPRA-VENTA
51951|1|807041||||76360|28/10/16 000000|CHOLULA, PUEBLA|POR LA DECLARACIN DE LO EDIFICADO
51749|2|806540||||00491151|27/10/16 000000|CHOLULA, PUEBLA|COMPRA-VENTA
51749|1|806530||||0049115 1|27/10/16 000000|CHOLULA, PUEBLA|CANCELACIN DE HIPOTECA
51910|1|2170745||||0116054 1|31/10/16 000000|PUEBLA|DONACIN
51776|1|2883|14158 a 14162|LXXIII||1ra.|25/10/16 000000|PAPANTLA DE OLARTE, VERACRUZ|COMPRA-VENTA
51704|2|2175157|131 a 172|1327|QUINTO|0471292  1|28/10/16 000000|PUEBLA, PUEBLA|HIPOTECA 
51704|1|2175153|131 a 172|1327|QUINTO|0471292  1|28/10/16 000000|PUEBLA, PUEBLA|COMPRA - VENTA 
51835|1|FME|N-2016010866||||19/7/16 000000|PUEBLA|NCI 201600031739
51511|1|1361|12979 a 12981|III||II|28/9/16 000000|MINATITLAN, VERACRUZ|
51932|1|FME|N-2016026610||||25/10/16 000000||NCI 201600079348
50812|3|804775||||0258555 1 |24/10/15 000000|CHOLULA, PUEBLA|DECLARACIN
50812|2|804770||||0257706 1|24/10/16 000000|CHOLULA, PUEBLA|FUSIN DE PREDIOS
50812|1|804770||||0257705 1|24/10/16 000000|CHOLULA, PUEBLA|FUSIN DE PREDIOS
51794|1|805122||||0123413 1|24/10/16 000000|PUEBLA|DONACIN
51994|1|FME|N-2016020035||||28/9/16 000000|PUEBLA, PUEBLA|NCI 201600061315
51978|1|FME|N-2016006245||||13/9/16 000000|CHOLULA|NCI 201600055004
51985|1|FME|N-2016006248||||13/9/16 000000|CHOLULA, |NCI 201600055008
51748|1|803702||||0258488-1|19/10/16 000000|PUEBLA|CANCELACIN DE HIPOTECA
47351|1|700|191 vta|171|1||7/10/16 000000|HUEJOTZINGO, PUEBLA|COMPRA-VENTA
51408|1|35|26 FRENTE|173|1||4/10/16 000000|HUEJOTZINGO, PUEBLA|
51863|2|2162938|95  a 124|1212|QUINTO|0113344  1|4/10/16 000000|PUEBLA|COMPRA - VENTA
51863|1|2162924|95 a 124|1212|QUINTO|0113344  1|4/10/16 000000|PUEBLA|CANCELACIN DE HIPOTECA
